Step,Learning Rate,Train Loss,Validation Loss,Perplexity,Time Elapsed
0,tensor(1.0000e-04),32.86592483520508,32.7684326171875,170284665536512.0,0.2922637462615967
5,tensor(1.8907e-05),32.718414306640625,32.73860168457031,165765957287936.0,2.218996047973633
9,1.0000000000000001e-07,32.81442642211914,32.607177734375,145231097888768.0,3.7036826610565186
